openalex_id,doi,title,phrase,year,field,type,abstract
W4405605317,10.1097/ms9.0000000000002816,Metaplastic breast carcinoma: a rare and aggressive entity,as an AI language model,2024.0,Medicine,article,"Introduction: Breast cancer (BC) remains the most prevalent malignancy among women globally, encompassing a variety of tumor subtypes with differing biological behaviors, prognoses, and responses to treatment. Among these, invasive ductal carcinoma (IDC) is the most common, followed by other subtypes such as lobular carcinoma and triple-negative breast cancer. Metaplastic breast carcinoma (MpBC) is a rare and highly aggressive form of BC, representing less than 2% of cases. Characterized by its heterogeneous nature and poorer prognosis compared to other BC subtypes, MpBC often presents significant diagnostic and therapeutic challenges. Case description: We present the case of a 70-year-old woman who presented to our breast care clinic with right mastodynia following a recent trauma. She reported a palpable retro-areolar mass in the right breast that had increased in size over several years and was associated with calcifications. Imaging studies, including mammography and ultrasound, revealed a 3-cm irregular, heavily calcified mass with indistinct borders. Histological analysis of a biopsy confirmed metaplastic carcinoma with chondrosarcoma and osteosarcoma elements, high histological grade, and lymphovascular involvement. The patient underwent successful tumor excision with sentinel lymph node removal. Adjuvant chemotherapy and radiotherapy were planned based on a multidisciplinary team's recommendations. Discussion: MpBC typically presents as a palpable, irregular mass that may exhibit rapid growth or changes, often complicating its differentiation from other breast malignancies. Standard imaging techniques like mammography and ultrasound may fail to clearly distinguish MpBC from other tumors, leading to potential misdiagnosis. The heterogeneous nature of MpBC, with both epithelial and mesenchymal components, poses additional challenges in diagnosis and treatment. Although MpBC is generally more aggressive and less responsive to conventional therapies compared to "
W4413258535,10.1007/s40487-025-00371-1,Sequential Fibroblast Growth Factor Receptor Inhibition in Intrahepatic Cholangiocarcinoma: Navigating an Evolving Landscape of Resistance and Opportunity—A Case Report and Current Opinion,as an AI language model,2025.0,Medicine,article,"Fibroblast growth factor receptor (FGFR)2 rearrangements define a distinct molecular subset of intrahepatic cholangiocarcinoma (iCCA) with therapeutic potential using FGFR inhibitors. However, acquired resistance invariably limits long-term efficacy, posing a significant clinical challenge. Sequential targeting with different FGFR inhibitors is an emerging strategy, yet robust evidence, particularly for third-line and beyond, is scarce, and a consensus on optimal sequencing and patient selection remains unreached. Here, we report a case of FGFR2-rearranged iCCA where the patient achieved a radiographic partial response (PR) to tasurgratinib (a third-line FGFR inhibitor) following prior progression on pemigatinib and futibatinib. This case underscores the sustained dependency on the FGFR pathway and highlights the potential clinical utility of rationally sequenced FGFR-targeted therapy even after multiple lines of treatment. More broadly, this report serves as a basis for a current opinion on the evolving landscape of sequential FGFR inhibition in iCCA. We delve into the complexities of acquired resistance, dissect the arguments for and against prolonged FGFR pathway blockade, explore the impact of co-occurring genomic alterations, discuss the controversies, research priorities, and the urgent need for a balanced perspective to guide future clinical practice and trial design in this rapidly advancing but still uncertain field."
W7160835414,10.1007/s42973-026-00258-4,Demographic challenges and economic stagnation in Japan,as an AI language model,2026.0,"Economics, Econometrics and Finance",article,"Abstract The paper critically reassesses four common claims in policy discourse: demographic determinism, excessive concentration in Tokyo, disproportionate migration of women, and student-driven urban inflows. We find that each rests, at least in part, on a misinterpretation of the data. Using a simple growth accounting framework, the paper shows that population decline and aging account for only a small portion of Japan’s growth slowdown. Instead, weak productivity growth plays a more central role. The paper points out the importance of distinguishing between net migration and gross migration. Apparent overconcentration of population in Tokyo reflects declining gross mobility rather than increased one-way migration. The paper also reports preliminary evidence that population mobility is positively associated with economic growth. The results suggest that Japan’s demographic challenge may be better understood as primarily institutional, highlighting the importance of policies that facilitate mobility rather than restrict demographic adjustment."
W7167937531,10.1016/j.inat.2026.102322,Destructive lumbosacral clear cell meningioma mimicking malignant vertebral tumor: Case report and review of the literature,as an AI language model,2026.0,Medicine,article,"Background Clear cell meningioma (CCM) is a rare histological subtype of meningioma classified as a World Health Organization (WHO) grade II tumor and is associated with a higher risk of recurrence compared with conventional meningiomas. Spinal CCM is particularly uncommon and may present with nonspecific clinical and radiological features, occasionally leading to diagnostic uncertainty. Case description A 56-year-old woman presented with a one-year history of progressive lower-extremity weakness and urinary incontinence, which eventually resulted in inability to ambulate. Magnetic resonance imaging revealed a large intradural lesion extending from L3 to S1 causing marked compression of the thecal sac and crowding of the cauda equina. Computed tomography demonstrated extensive multilevel cortical thinning and pressure-related erosive changes of the posterior vertebral elements and pedicles, raising initial suspicion for aggressive primary osseous tumors or metastatic disease. The patient underwent posterior laminectomy and microsurgical tumor resection Histopathological examination was highly suggestive of clear cell meningioma. Postoperative imaging demonstrated no obvious residual enhancing mass, and the patient showed partial neurological improvement during follow-up. Conclusion Spinal clear cell meningioma is a rare entity that may present with atypical radiological findings. The prominent thinning osseous changes observed in this case mimicked aggressive bone tumors and created a significant preoperative diagnostic challenge. Recognition of such unusual presentations is important for accurate diagnosis and surgical planning. Resection with no obvious MRI-enhancing remnants remains the mainstay of treatment, and long-term radiological surveillance is recommended due to the known risk of tumor recurrence."
W4396561961,10.1007/s42452-024-05895-1,Critical assessment of the lattice Boltzmann method for cavitation modelling based on single bubble dynamics,as an AI developed by OpenAI,2024.0,Engineering,article,"Abstract The lattice Boltzmann Method (LBM) is recognised as a popular technique for simulating cavitation bubble dynamics due to its simplicity. In the validation of LBM results, the Rayleigh-Plesset (R-P) equation is commonly employed. However, most studies to date have neglected the impact of simulation settings on the predictions. This article sets out to quantify the impact of LBM domain size and bubble size, and the initial conditions of the R-P equations on the predicted bubble dynamics. First, LBM results were validated against the classical benchmarks of Laplace’s law and Maxwell’s area construction. LBM results corresponding to these fundamental test cases were found to be in satisfactory agreement with theory and previous simulations. Secondly, a one-to-one comparison was considered between the predictions of the LBM and the R-P equation. The parameters of the two models were matched based on careful considerations. Findings revealed that a good overlap between the predictions is observable only under certain conditions. The warming-up period of the LBM simulations, small domain size, and small bubble radius were identified as key factors responsible for the measured differences. The authors hope that the results will promote good simulation practices for cavitation simulation including both single bubbles and bubble clusters."
W7202283647,10.3389/feduc.2026.1890429,From evaluation to empowerment: non-directive coaching supervision as a catalyst for school leadership development,as an AI language model,2026.0,Social Sciences,article,"Supervision in educational leadership has long been framed as an evaluative process. Its purpose, on this familiar view, is to monitor performance, enforce standards, and account upwards. The trouble is that this framing tends to produce compliance rather than growth, and the work of contemporary school leadership demands far more than compliance. Principals today operate in conditions of genuine complexity, with ambiguous problems, competing stakeholder claims, and limited time for the kind of reflective work that complex decisions actually require. This conceptual article presents non-directive coaching supervision in an extended one-on-one setting as an alternative practice of educational leadership supervision. Non-directive coaching supervision is the art and practice of supervision through inquiry, rather than instruction, drawing on theories of coaching, adult learning, reflective practice, and transformative learning. This paper proposes that non-directive coaching supervision is a developmental and dialogic practice in the development of educational leaders’ thinking, professional action, and adaptive expertise. Drawing on the writings of international researchers in educational supervision and leadership coaching, this article proposes the practice of coaching supervision, its effectiveness in the development of educational leaders, and how it is differentiated from related developmental practices such as mentoring and instructional coaching. A conceptual framework for the practice of coaching supervision is proposed with four major components: the foundational conditions for coaching supervision; the supervisory processes; the educational leader's thinking, action, and learning or leadership capacities fostered through coaching supervision; and the outcomes of the educational leader's leadership. The article also discusses the potential compatibility of coaching supervision with accountability, cultural and equity issues relevant to supervision, and resea"
W4379231973,10.7759/cureus.39867,The Tribal Health System in India: Challenges in Healthcare Delivery in Comparison to the Global Healthcare Systems,as an AI language model,2023.0,Nursing,article,"The tribal health system in India faces unique challenges in comparison to non-tribal health in the nation and global healthcare systems. The tribal health issues are distinct due to the diverse socio-cultural practices, rituals, customs, and languages of the tribal communities. Despite commendable efforts, there are several obstacles that hinder the successful delivery of healthcare services to these underserved populations. These challenges include geographical remoteness and limited infrastructure, language, and cultural barriers; scarcity of healthcare professionals; socioeconomic disparities; and the need for cultural sensitivity and integration of traditional healing practices. Overcoming these challenges requires collaborative efforts between the government, medical specialists, and the indigenous tribes themselves. By addressing these obstacles, it is possible to enhance the accessibility, quality, and cultural appropriateness of healthcare services for tribal groups, leading to improved health outcomes and reduced health inequalities."
W4414349567,10.3390/medicina61091712,Prognostic Significance of Peritumoral and Intratumoral Lymphatic Vessels Density in Clinically Node-Negative (cN0) Oral Squamous Cell Carcinoma: A Preliminary Report,as an AI language model,2025.0,Dentistry,article,"Background and Objectives: Oral squamous cell carcinoma (OSCC) is characterized by a high propensity for cervical lymph node metastasis, which remains a strong predictor of patient outcome. Despite advances in management, the prognosis for OSCC has not significantly improved, and the identification of reliable predictors for occult lymph node metastasis (OLNM) in clinically node-negative (cN0) patients is crucial for optimizing treatment strategies. Lymphovascular density (LVD) immunohistochemically assessed by podoplanin (D2-40) has been proposed as a potential biomarker for regional metastasis, but its prognostic value remains controversial. This study aimed to evaluate the prognostic significance of intratumoral (ILVD) and peritumoral lymphovascular density (PLVD) for OLNM in OSCC. Materials and Methods: A retrospective analysis was conducted on 43 cN0 patients with primary OSCC who underwent surgical resection and elective neck dissection (END) at a tertiary care cancer center. LVD was assessed by immunohistochemical staining for podoplanin (D2-40) in both intratumoral and peritumoral regions. Clinicopathological data were collected and statistically analyzed. Results: In observed cohort peritumoral LVD was significantly higher than intratumoral LVD. PLVD was also significantly higher in early-stage tumors (pT1/pT2) compared to advanced stages (pT3/pT4). Higher ILVD was significantly associated with the presence of OLNM. Neither ILVD nor PLVD demonstrated a statistically significant influence on overall survival, although a trend toward poorer outcomes was observed in patients with higher ILVD. Conclusions: ILVD was significantly associated with occult nodal metastasis, whereas PLVD was not. However, neither LVD parameter independently predicted overall survival. Results suggest that ILVD may serve as a useful marker for identifying cN0 OSCC patients at higher risk for occult metastasis."
W7160495867,10.3389/fgene.2026.1776779,Genetic determinants of age-related macular degeneration in Middle Eastern populations: a systematic review,as an AI language model,2026.0,Medicine,review,"Background: Age-related macular degeneration (AMD) is a leading cause of vision loss, with genetic factors playing a key role in disease susceptibility and progression. While extensive genetic research is being conducted, the genetic architecture of AMD in Middle Eastern populations remains understudied. This systematic review summarizes current evidence on genetic variants associated with AMD in Middle Eastern populations. Methods: A comprehensive literature search was conducted in PubMed, Web of Science Core Collection, and Medline databases. Studies were included if they: (1) examined cohorts from Middle Eastern participants; (2) with clinically diagnosed AMD; (3) explored genetic variants or other genomic markers; (4) no restrictions on year of publication; and (5) were published in English. Results: The search yielded 449 articles (PubMed: 164, Web of Science: 99, Medline: 186). After removal of 221 duplicates, 228 unique articles were screened. Of these, 28 studies met the inclusion criteria, covering a total of 4,247 AMD cases and 3,447 controls from five countries: Turkey (n = 11), Iran (n = 11), Israel (n = 4), Jordan (n = 1), and Egypt (n = 1). Most analyses were targeted, with 25 studies targeting one to four genetic loci, two studies examining 12 variants, and one genome-wide association study. The most frequently studied genes were CFH, ARMS2, and HTRA1. The CFH Y402H variant (rs1061170) showed overall positive but heterogeneous associations with AMD risk across studied Middle Eastern populations, with reported odds ratios ranging from 0.36 to 17.34 and statistically significant p values ranging from <0.001 to 0.02 (total AMD cases and controls = 2,079). The ARMS2 A69 S variant (rs10490924) and HTRA1 promoter variant (rs11200638) demonstrated strong associations with neovascular AMD. Conclusion: Few studies have examined genotype-phenotype correlations across this region, and many Middle Eastern countries lack published AMD genetic data. Consequently, t"
W4406716053,10.1017/als.2024.29,The Transmutation of Sovereignty: Digital “World of Warcraft” and Innovation in the Chinese Legal Order,as an AI language model,2024.0,Social Sciences,article,"Abstract This article analyses the paradoxical relationship between the relative decline and resurgence of national sovereignty in the context of economic and informational globalisation, the rise of mega-platforms, the sovereign individuals hidden within blockchains, and large model behemoths free from the feature design of programming. It highlights how the decline of sovereignty has given rise to concepts such as “the digital sovereignty” in Europe and “the sovereign blockchain” in China, while the resurgence of sovereignty has led to theories like the “surveillance society” in North America and the “electronic forbidding leave” metaphor in China. In any case, with the AI-driven era, “the Algorithmic Leviathan” is becoming an extremely powerful dominating force that countries and laws must confront. To prevent its runaway abuse, it is necessary to consolidate a basic consensus through global digital compacts and institutionalise it through legal and technical due process—this is the essence of the digital rule of law."
W4407296913,10.3390/microorganisms13020373,The Global Trends and Advances in Oral Microbiome Research on Oral Squamous Cell Carcinoma: A Systematic Review,as an AI language model,2025.0,Dentistry,review,"The oral microbiome is increasingly recognized as a key factor in the development and progression of oral squamous cell carcinoma (OSCC). Dysbiosis has been associated with inflammation and tumorigenesis, highlighting the potential of microbial alterations and salivary biomarkers as tools for early, non-invasive diagnosis. This review examines recent advancements in understanding the oral microbiome's role in OSCC. A comprehensive synthesis of studies from 2016 to 2024 was conducted to identify emerging themes and significant findings in the field. Key topics included the interplay between microbiome-driven mechanisms and cancer development, with a focus on microbial communities and their metabolic byproducts. The findings emphasize the importance of specific microbial alterations in modulating immune responses and tumor microenvironments, as well as the promise of biomarkers such as interleukins and miRNA signatures in improving diagnostic accuracy. Recent research trends indicate growing interest in the therapeutic potential of targeting the oral microbiome in OSCC management. Despite significant advancements, gaps remain in the understanding of the precise mechanisms linking dysbiosis to cancer progression. This review underscores the need for continued research to develop personalized diagnostic and therapeutic strategies based on the oral microbiome, with the potential to transform OSCC management."
W4411582721,10.3390/horticulturae11070732,Plant–Microbe Interactions for Improving Postharvest Shelf Life and Quality of Fresh Produce Through Protective Mechanisms,as an AI language model,2025.0,Agricultural and Biological Sciences,article,"Postharvest spoilage of horticultural produce is a significant challenge, contributing to substantial food waste and economic losses. Traditional preservation methods, such as chemical preservatives and fungicides, are increasingly being replaced by sustainable, chemical-free alternatives. Microbial interventions using beneficial bacteria, fungi, and yeasts have emerged as effective solutions to enhance the postharvest quality and extend shelf life. Advancements in omics technologies, such as metabolomics, transcriptomics, and microbiomics, have provided deeper insights into plant–microbe interactions, facilitating more targeted and effective microbial treatments. The integration of artificial intelligence (AI) and machine learning further supports the selection of optimal microbial strains tailored to specific crops and storage conditions, further enhancing the treatment efficacy. Additionally, the integration of smart cold storage systems and real-time microbial monitoring through sensor technologies offers innovative approaches to optimize microbial interventions during storage and transport. This review examines the mechanisms through which microbes enhance the postharvest quality, the role of omics technologies in improving microbial treatments, and the challenges associated with variability and regulatory approval. Amid growing consumer demand for organic and sustainable solutions, microbial-based postharvest preservation offers a promising, eco-friendly alternative to conventional chemical treatments, ensuring safer, longer-lasting produce while reducing food waste and environmental impact."
W4390902110,10.61838/kman.najm.1.1.3,Retrospective Analysis of Haematological Abnormalities in Older Diabetic Patients with COVID-19,as an AI language model,2023.0,Medicine,article,"Background: Understanding the severity of Coronavirus Disease 2019 (COVID-19) in elderly diabetic patients is crucial, considering the impact of age, comorbidities, and clinical biomarkers. However, the assessment of common haematological markers in this specific population remains limited. Methods: We conducted a retrospective cohort study involving 27 elderly patients (mean age: 61.81±7.14 years) with COVID-19 infection. We analysed the medical e-records of COVID-19 positive patients who presented to a COVID-19 centre in Qatar in July 2020. Real-Time Polymerase Chain Reaction was used to confirm COVID-19 infection using throat-swab upper respiratory samples. Clinical haematological parameters were analysed and compared with normal ranges. Results: Among the 27 patients investigated, 51.85% were male. A low viral load (cycle threshold (Ct) ≥ 30) was observed in 7.4% of patients, while 92.59% had a high viral load (Ct &lt; 30). At presentation, 59.25% of patients were symptomatic. The observed haematological abnormalities ranked in descending order of frequency were as follows: high red blood cell counts, and high mean platelet volume (52% each), high platelet distribution width (48%), low haemoglobin values, and low haematocrit values (22% each), leukopenia, neutropenia, and lymphopenia (15% each), thrombocytosis, thrombocytopenia, leucocytosis, and neutrophilia (7% each), and lymphocytosis (4%). Conclusion: Our study highlights the common occurrence of haematological abnormalities in older diabetic patients with COVID-19 infection. Monitoring haematological parameters may be valuable in managing these patients, especially in severe cases, and could facilitate early identification of individuals requiring intensive care, potentially reducing mortality."
W4415988765,10.2139/ssrn.5584131,Can AI Match Professional Analysts? Evidence from a Multi-Agent System,as an AI language model,2025.0,Decision Sciences,preprint,
W4413826963,10.3390/diagnostics15172194,Continuous Wearable-Sensor Monitoring After Colorectal Surgery: A Systematic Review of Clinical Outcomes and Predictive Analytics,as an AI language model,2025.0,Medicine,review,"Background and Objectives: Early ambulation and timely detection of postoperative complications are cornerstones of colorectal Enhanced Recovery After Surgery (ERAS) programmes, yet the traditional bedside checks performed every 4–8 h may miss clinically relevant deterioration. The consumer wearables boom has spawned a new generation of wrist- or waistband-mounted sensors that stream step count, heart-rate and temperature data continuously, creating an opportunity for data-driven early-warning strategies. No previous systematic review has focused exclusively on colorectal surgery. Methods: Three databases (PubMed, Embase, and Scopus) were searched (inception—1 May 2025) for prospective or retrospective studies that used a consumer-grade or medical-grade wearable to collect objective physical-activity or vital-sign data during the peri-operative period of elective colorectal resection. Primary outcomes were postoperative complication rates, length-of-stay (LOS) and 30-day readmission. Two reviewers screened records, extracted data and performed risk-of-bias appraisals with ROBINS-I or RoB 2. Narrative synthesis was adopted because of the heterogeneity in devices, recording windows and outcome definitions. Results: Nine studies (n = 778 patients) met eligibility: one randomised controlled trial (RCT), seven prospective cohort studies and one retrospective analysis. Five studies relied on step-count metrics alone; four combined step-count with heart-rate or skin-temperature streams. Median wear time was 6 d (range 2–30). Higher day-1 step count (≥1000 steps) was associated with shorter LOS (odds ratio 0.63; 95% CI 0.45–0.84). Smart-band–augmented ERAS pathways shortened protocol-defined LOS by 1.1 d. Pre-operative inactivity (&lt;5000 steps·day−1) and low “return-to-baseline” activity on the day before discharge independently predicted any complication (OR 0.39) and 30-day readmission (OR 0.60 per 10% increment). A prospective 101-patient study that paired pedometer-re"
W4406528772,10.1177/07067437241312683,Limitations and Future Directions in Pharmacological Treatment for Amphetamine-Type Stimulant Use Disorder,as an AI language model,2025.0,Medicine,article,"Stimulant addiction, such as addiction to drugs like amphetamines, is a growing public health concern, but there are very few effective medications to treat it. A recent study reviewed a drug called modafinil and found it didn't help reduce drug use, cravings, or improve treatment outcomes. This article discusses why treatments that work for other addictions, like opioids, are less effective for stimulants. It also highlights the challenges researchers face, such as differences in study methods and overlooking common issues like mental health problems or using multiple substances. The focus on complete abstinence as a treatment goal is another issue. Harm reduction, which involves reducing drug use and improving health and social well-being, could be more realistic and beneficial for many people. Finally, while therapy remains the most effective treatment, it's not always accessible. This article calls for new, innovative approaches that prioritize harm reduction, safety, and long-term recovery."
W4401245461,10.14763/2024.3.1790,General-purpose AI regulation and the European Union AI Act,as an AI language model,2024.0,Social Sciences,article,"This article provides an initial analysis of the EU AI Act's approach to general-purpose artificial intelligence, arguing that the regulation marks a significant shift from reactive to proactive AI governance, while concerns about its enforceability, democratic legitimacy and future-proofing remain."
W4405657026,10.1016/j.ceramint.2024.12.356,Innovations for brushite cements toward applications in bone regeneration and drug delivery,as an AI language model,2024.0,Engineering,article,"With the increase in life expectancy, the prevalence of bone-related pathologies will continue to rise. To address severe bone defects resulting from bone-related pathologies, autografts are conventionally used. However, the use of autografts is disadvantageous due to donor site morbidity and limited availability. Alternatives for autografts in the form of biomaterials have emerged for this reason over the last 40 years. In this regard, the bioavailability, biocompatibility , and bioactivity of calcium phosphate cements (CPCs) make them appealing for bone regenerative treatments. Brushite CPCs (bCPCs) offer advantages in minimally invasive applications by injection, moldability to perfectly fill a bone defect, and degradability to enable full replacement by newly formed bone within reasonable time frames. Interestingly, bCPCs have the potential to be used for local drug delivery, which provides an avenue for targeted therapy, enhancing treatment efficacy while minimizing adverse effects . The aim of this review was to explore the synergy between bCPCs and drug delivery mechanisms with comparison to apatitic CPCs, highlighting their potential to advance bone regeneration therapies and enhance patient outcomes in clinical orthopedic and dental care."
W4390947319,10.1111/joms.13033,Organizations as Algorithms: A New Metaphor for Advancing Management Theory,as an AI language model,2024.0,"Business, Management and Accounting",article,"Abstract According to the ‘Point’ essay, management research's reliance on corporate data threatens to replace objective theory with profit‐biased ‘corporate empiricism’, undermining the scientific and ethical integrity of the field. In this ‘Counterpoint’ essay, we offer a more expansive understanding of big data and algorithmic processing and, by extension, see promising applications to management theory. Specifically, we propose a novel management metaphor: organizations as algorithms. This metaphor offers three insights for developing innovative, relevant, and grounded organization theory. First, agency is distributed in assemblages rather than being solely attributed to individuals, algorithms, or data. Second, machine‐readability serves as the immutable and mobile base for organizing and decision‐making. Third, prompting and programming transform the role of professional expertise and organizational relationships with technologies. Contrary to the ‘Point’ essay, we see no theoretical ‘end’ in sight; the organization as algorithm metaphor enables scholars to build innovative theories that account for the intricacies of algorithmic decision‐making."
W4402829308,10.1016/j.rvsc.2024.105423,RNA-sequencing transcriptomic analysis of scrapie-exposed ovine mesenchymal stem cells,as an AI language model,2024.0,"Biochemistry, Genetics and Molecular Biology",article,"In neurodegenerative diseases, including prion diseases, cellular models arise as useful tools to study the pathogenic mechanisms occurring in these diseases and to assess the efficacy of potential therapeutic compounds. In the present study, a RNA-sequencing analysis of bone marrow-derived ovine mesenchymal stem cells (oBM-MSCs) exposed to scrapie brain homogenate was performed to try to unravel genes and pathways potentially involved in prion diseases and MSC response mechanisms to prions. The oBM-MSCs were cultured in three different conditions (inoculated with brain homogenate of scrapie-infected sheep, with brain homogenate of healthy sheep and in standard growth conditions without inoculum) that were analysed at two exposure times: 2 and 4 days post-inoculation (dpi). Differentially expressed genes (DEGs) in scrapie-treated oBM-MSCs were found in the two exposure times finding the higher number at 2 dpi, which coincided with the inoculum removal time. Pathways enriched in DEGs were related to biological functions involved in prion toxicity and MSC response to the inflammatory environment of scrapie brain homogenate. Moreover, RNA-sequencing analysis was validated amplifying by RT-qPCR a set of 11 DEGs with functions related with prion propagation and its associated toxicity. Seven of these genes displayed significant expression changes in scrapie-treated cells. These results contribute to the knowledge of the molecular mechanisms behind the early toxicity observed in these cells after prion exposure and to elucidate the response of MSCs to neuroinflammation."
W4392519941,10.53762/alnasr.03.01.e06,Pakistan and Global Economy,as of my last knowledge update,2024.0,Social Sciences,article,"The global economy is a complex and interconnected system that encompasses the production, distribution, and consumption of goods and services on a worldwide scale. The exchange of goods and services between countries allows for specialization, economies of scale, and access to diverse markets. The abstract delves into the role of trade agreements, tariffs, and non-tariff barriers in shaping global trade patterns. It explores the impact of financial globalization and the challenges posed by financial crises, capital flows volatility, and regulatory frameworks on global financial stability. This short report provides an overview of the complex relationship between the global economy and Pakistan and highlights the diverse interactions that shape the country's economic landscape. As a participant in the global economic system, Pakistan is influenced by a variety of factors ranging from international trade dynamics to geopolitical events. The global economy plays a crucial role in shaping Pakistan's economic destiny, influencing important aspects such as trade, investment and economic policy. Pakistan has actively participated in global trade partnerships in recent years, contributing to its economic growth. However, it also faces challenges such as external debt, exchange rate fluctuations and vulnerability to global economic crises. Geopolitical considerations further underline the interdependence between the global economy and Pakistan. The country's strategic location, particularly in South Asia, makes it vulnerable to regional tensions and conflicts, impacting investor confidence and economic stability. Furthermore, global initiatives such as the Belt and Road Initiative (BRI) have created opportunities and challenges for Pakistan's economic development. Additionally, there have been trans-formative changes in the global economic landscape, including technological advances, concerns about climate change and the impact of the COVID-19 pandemic. These factors have i"
W4411165086,10.20944/preprints202506.0805.v1,"Exploring the Relationship Between Sleep Disturbance, Psychosocial Stress, Socioeconomic Status on Self-Perceived Mental Health Among Aging Adults in the United States",as an AI language model,2025.0,Health Professions,preprint,"Previous studies have demonstrated associations between sleep disturbance, psychosocial stress, socioeconomic status (SES), and access to healthcare, but few have examined these variables together in a single, integrative analysis. While much of the existing literature focuses on individual predictors of mental health, this study stands out by creating latent constructs via exploratory factor analysis, quantifying each factor’s relative contribution to SRMH in a single model, and using large-scale U.S. data specifically among older adults. This study investigates how patterns of sleep disturbance, stress, income, and health coverage relate to SRMH among aging adults in the United States. Using data from 2,131 respondents in the National Poll on Healthy Aging (NPHA), we conducted factor analysis to identify latent variable clusters and used multiple regression to examine their influence on SRMH. My findings indicate that sleep disturbance is the most influential predictor, followed by psychosocial stress and SES, while age and gender were not significant contributors. These results suggest that lifestyle and behavioral factors outweigh demographic variables in predicting SRMH. Public health efforts aimed at improving sleep hygiene, managing stress, and reducing financial strain may offer the most direct pathway to improving mental well-being in older adult populations."
W4399619478,10.1016/j.heliyon.2024.e32949,Elucidating the mechano-molecular dynamics of TRAP activity using CRISPR/Cas9 mediated fluorescent reporter mice,as an AI language model,2024.0,"Biochemistry, Genetics and Molecular Biology",article,"Osteoclasts are essential for bone remodeling by adapting their resorptive activity in response to their mechanical in vivo environment. However, the molecular mechanisms underlying this process remain unclear. Here, we demonstrated the role of tartrate-resistant acid phosphatase (TRAP, Acp5), a key enzyme secreted by osteoclasts, in bone remodeling and mechanosensitivity. Using CRISPR/Cas9 reporter mice, we demonstrated bone cell reporter (BCR Ibsp/Acp5 ) mice feature fluorescent TRAP-deficient osteoclasts and examined their activity during mechanically driven trabecular bone remodeling. Although BCR Ibsp/Acp5 mice exhibited trabecular bone impairments and reduced resorption capacity in vitro , RNA sequencing revealed unchanged levels of key osteoclast-associated genes such as C tsk, Mmp9, and Calcr . These findings, in conjunction with serum carboxy-terminal collagen crosslinks (CTX) and in vivo mechanical loading outcomes collectively indicated an unaltered bone resorption capacity of osteoclasts in vivo . Furthermore, we demonstrated similar mechanoregulation during trabecular bone remodeling in BCR Ibsp/Acp5 and wild-type (WT) mice. Hence, this study provides valuable insights into the dynamics of TRAP activity in the context of bone remodeling and mechanosensation."
W4414240196,10.4103/indianjpsychiatry_433_25,Cannabis and psychopathology: A 2024 snapshot – Examining the complexities of diagnostic stability in cannabis-induced psychosis,as an AI language model,2025.0,Medicine,article,"Dear Editor, We are writing in response to the recent discussion regarding the diagnostic stability of cannabis-induced psychosis (CIP) in the article titled “Cannabis and psychopathology: 2024 Snapshot of a meandering journey”.[1] Drawing from both existing studies and their extensive clinical experience, the authors questioned the diagnostic stability of the CIP category, recommending that it be maintained as a provisional diagnosis, particularly noting that a significant proportion of cases eventually transitioned to independent psychosis.[1] While the exploration of the transition from CIP to independent psychosis is valuable, we are concerned that the current discourse presents an incomplete picture of this complex condition. Specifically, it overlooks the critical concept of CIP as a spectrum disorder, encompassing both intoxication and withdrawal states.[2] Emerging evidence, including two recent case series, highlights that psychosis can manifest not only during active cannabis use but also during periods of withdrawal.[3,4] This distinction is vital as the clinical presentation, underlying mechanisms, and optimal management strategies may vary significantly depending on whether the psychosis is related to intoxication or withdrawal. In their article ‘Cannabis and Psychosis Through the Lens of DSM-5,’ Pearson and Berry[5] highlighted the complexities surrounding cannabis-related psychotic disorder, emphasizing the significant gaps in scientific literature. Furthermore, we wish to draw attention to the clinical observation that CIP, when promptly recognized and appropriately treated, often demonstrates a favorable response to low-dose antipsychotics and a generally positive trajectory toward recovery. In contrast, the authors seem to imply that CIP generally progresses to a chronic psychotic disorder. Recent publications on CIP with onset during withdrawal further supports the idea that CIP exists on a spectrum and can have varying outcomes.[6,7] To develop a"
W4405646853,10.7759/cureus.76059,Assessing the Impact of Early Nutritional Intervention on Pediatric Celiac Disease Management: A Prospective Cohort Study,as an AI language model,2024.0,Medicine,article,"BACKGROUND: Celiac disease is a chronic autoimmune condition requiring lifelong adherence to a gluten-free diet, particularly in children, to prevent nutritional deficiencies and developmental delays. OBJECTIVE: The objective of study was to evaluate the effects of early nutritional intervention on the management and health outcomes of children diagnosed with celiac disease. METHODOLOGY: A prospective, longitudinal cohort study was conducted over two years (July 2019-July 2021). A customized gluten-free meal plan and any necessary dietary supplements were given to the participants. Baseline evaluations and six-monthly follow-ups were used to gather data on growth, nutritional status, and dietary compliance. SPSS was used for the statistical analysis, and a significance threshold of p<0.05 was established. RESULTS: Significant improvements were observed in growth metrics, with mean height increasing from 145.67 cm to 157.48 cm and weight from 36.29 kg to 46.24 kg over 24 months (p < 0.001). Nutritional status also improved, with serum iron levels rising from 45.19 µg/dL to 76.89 µg/dL and vitamin D from 20.14 ng/mL to 44.22 ng/mL (p < 0.001). Dietary adherence increased from 84.37% to 94.62%. CONCLUSION: Growth and nutritional results in children with celiac disease are greatly improved with nutritional intervention."
